"","","",""
"","MaxT2","",""
"Species","mean","sd","std.error"
"Andropogon glomeratus","315.7","161.6","51.09"
"Andropogon ternarius","300.3","125.5","39.69"
"Andropogon virginicus","309.8","171.5","54.22"
"Aristida beyrichiana","279.3","115.5","36.53"
"Eragrostis spectabilis","363.3","223.7","74.57"
"Eustachys petraea","372.6","208.7","66.00"
"Schizachyrium stoloniferum","356.5","214.4","67.81"
"Sorghastrum secundum","336.9","218.0","68.94"
"Sprobulus juncus","334.5","221.1","69.92"
