"term","term","term","term"
10,2.277,0.988950622292809,0.312733645988617
10,5.006,1.16384611430282,0.368040456713359
10,4.166,1.12376549550557,0.355365852170533
10,3.178,0.392252752982337,0.124041211789559
10,4.512,0.705562029716578,0.223118304443579
10,3.047,0.594718420767341,0.188066477608318
10,4.121,0.670413636827626,0.212003406681224
10,2.458,0.962101865708616,0.304243323673667
10,3.351,0.574755020276755,0.181753496069081
