"","","",""
"","Max_Height","",""
"Species","mean","sd","std.error"
"Andropogon glomeratus","34.67","7.009","2.216"
"Andropogon ternarius","48.26","4.440","1.404"
"Andropogon virginicus","39.12","6.715","2.123"
"Aristida beyrichiana","43.05","5.131","1.623"
"Eragrostis spectabilis","51.69","4.678","1.479"
"Eustachys petraea","41.66","5.736","1.814"
"Schizachyrium stoloniferum","40.01","3.751","1.186"
"Sorghastrum secundum","28.57","8.366","2.645"
"Sprobulus juncus","40.26","5.011","1.585"
